时间,电价(RRP),阶段,z值,电量(kWh),累计电量(kWh),成本/收益,周期总收益
2025-10-16 03:20:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 03:25:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 03:30:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 03:35:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 03:40:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 03:45:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 03:50:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 03:55:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 04:00:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 04:05:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 04:10:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 04:15:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 04:20:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 04:25:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 04:30:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 04:35:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 04:40:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 04:45:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 04:50:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 04:55:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 05:00:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 05:05:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 05:10:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 05:15:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 05:20:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 05:25:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 05:30:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 05:35:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 05:40:00,-11.86,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 05:45:00,-11.79,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 05:50:00,-11.79,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 05:55:00,-11.8,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 06:00:00,-11.86,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 06:05:00,-11.86,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 06:10:00,-11.86,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 06:15:00,-11.86,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 06:20:00,-15.08,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 06:25:00,-11.86,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 06:30:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 06:35:00,-11.86,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 06:40:00,-11.8,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 06:45:00,-11.86,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 06:50:00,-19.98,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 06:55:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 07:00:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 07:05:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 07:10:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 07:15:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 07:20:00,-21.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 07:25:00,-50.62,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 07:30:00,-21.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 07:35:00,-32.01,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 07:40:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 07:45:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 07:50:00,-15.27,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 07:55:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,0.0
2025-10-16 23:00:00,84.94,charge,0.0,55.83,55.83,-4.742200199999999,37176.5781
2025-10-16 23:05:00,105.44,charge,0.0,55.83,111.66,-5.886715199999999,37176.5781
2025-10-16 23:10:00,138.0,charge,0.0,0.0,111.66,-0.0,37176.5781
2025-10-16 23:15:00,138.0,charge,0.0,0.0,111.66,-0.0,37176.5781
2025-10-16 23:20:00,138.0,charge,0.0,0.0,111.66,-0.0,37176.5781
2025-10-16 23:25:00,138.91,charge,0.0,0.0,111.66,-0.0,37176.5781
2025-10-16 23:30:00,170.44,charge,0.0,0.0,111.66,-0.0,37176.5781
2025-10-16 23:35:00,170.44,charge,0.0,0.0,111.66,-0.0,37176.5781
2025-10-16 23:40:00,138.0,charge,0.0,0.0,111.66,-0.0,37176.5781
2025-10-16 23:45:00,138.0,charge,0.0,0.0,111.66,-0.0,37176.5781
2025-10-16 23:50:00,135.54,charge,0.0,55.83,167.49,-7.567198199999999,37176.5781
2025-10-16 23:55:00,90.44,charge,0.0,55.83,223.32,-5.0492652,37176.5781
2025-10-17 00:00:00,118.0,charge,0.0,55.83,279.15,-6.58794,37176.5781
2025-10-17 00:05:00,118.0,charge,0.0,55.83,334.97999999999996,-6.58794,37176.5781
2025-10-17 00:10:00,105.0,charge,0.0,55.83,390.80999999999995,-5.86215,37176.5781
2025-10-17 00:15:00,84.7,charge,0.0,55.83,446.63999999999993,-4.728801000000001,37176.5781
2025-10-17 00:20:00,97.27,charge,0.0,55.83,502.4699999999999,-5.4305841,37176.5781
2025-10-17 00:25:00,90.79,charge,0.0,55.83,558.3,-5.0688056999999995,37176.5781
2025-10-17 00:30:00,118.0,charge,0.0,55.83,614.13,-6.58794,37176.5781
2025-10-17 00:35:00,90.44,charge,0.0,55.83,669.96,-5.0492652,37176.5781
2025-10-17 00:40:00,109.48,charge,0.0,55.83,725.7900000000001,-6.1122684,37176.5781
2025-10-17 00:45:00,93.32,charge,0.0,55.83,781.6200000000001,-5.2100556,37176.5781
2025-10-17 00:50:00,102.66,charge,0.0,55.83,837.4500000000002,-5.731507799999999,37176.5781
2025-10-17 00:55:00,114.91,charge,0.0,55.83,893.2800000000002,-6.4154253,37176.5781
2025-10-17 01:00:00,103.56,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 01:05:00,105.0,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 01:10:00,105.0,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 01:15:00,105.0,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 01:20:00,83.1,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 01:25:00,118.0,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 01:30:00,79.05,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 01:35:00,118.0,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 01:40:00,118.0,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 01:45:00,90.44,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 01:50:00,118.0,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 01:55:00,105.44,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 02:00:00,105.44,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 02:05:00,118.0,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 02:10:00,105.44,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 02:15:00,105.44,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 02:20:00,105.44,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 02:25:00,138.0,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 02:30:00,105.44,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 02:35:00,138.0,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 02:40:00,123.45,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 02:45:00,138.0,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 02:50:00,123.45,discharge,0.0,-0.0,893.2800000000002,0.0,37176.5781
2025-10-17 02:55:00,138.0,discharge,0.0,-55.83,837.4500000000002,7.70454,37176.5781
2025-10-17 03:00:00,138.0,discharge,0.0,-79.15,758.3000000000002,10.9227,37176.5781
2025-10-17 03:05:00,138.0,discharge,0.0,-0.0,758.3000000000002,0.0,37176.5781
2025-10-17 03:10:00,138.17,discharge,0.0,-200.0,558.3000000000002,27.633999999999997,37176.5781
2025-10-17 03:15:00,138.0,discharge,0.0,-55.83,502.4700000000002,7.70454,37176.5781
2025-10-17 03:20:00,138.0,discharge,0.0,-23.32,479.1500000000002,3.2181599999999997,37176.5781
2025-10-17 03:25:00,138.0,discharge,0.0,-0.0,479.1500000000002,0.0,37176.5781
2025-10-17 03:30:00,138.0,discharge,0.0,-55.83,423.3200000000002,7.70454,37176.5781
2025-10-17 03:35:00,105.44,discharge,0.0,-0.0,423.3200000000002,0.0,37176.5781
2025-10-17 03:40:00,121.21,discharge,0.0,-0.0,423.3200000000002,0.0,37176.5781
2025-10-17 03:45:00,105.44,discharge,0.0,-0.0,423.3200000000002,0.0,37176.5781
2025-10-17 03:50:00,138.0,discharge,0.0,-55.83,367.49000000000024,7.70454,37176.5781
2025-10-17 03:55:00,105.44,discharge,0.0,-0.0,367.49000000000024,0.0,37176.5781
2025-10-17 04:00:00,138.0,discharge,0.0,-0.0,367.49000000000024,0.0,37176.5781
2025-10-17 04:05:00,138.0,discharge,0.0,-0.0,367.49000000000024,0.0,37176.5781
2025-10-17 04:10:00,138.0,discharge,0.0,-0.0,367.49000000000024,0.0,37176.5781
2025-10-17 04:15:00,79.6,discharge,0.0,-0.0,367.49000000000024,0.0,37176.5781
2025-10-17 04:20:00,138.0,discharge,0.0,-0.0,367.49000000000024,0.0,37176.5781
2025-10-17 04:25:00,138.0,discharge,0.0,-0.0,367.49000000000024,0.0,37176.5781
2025-10-17 04:30:00,138.0,discharge,0.0,-0.0,367.49000000000024,0.0,37176.5781
2025-10-17 04:35:00,170.44,discharge,0.0,-200.0,167.49000000000024,34.088,37176.5781
2025-10-17 04:40:00,138.0,discharge,0.0,-0.0,167.49000000000024,0.0,37176.5781
2025-10-17 04:45:00,138.0,discharge,0.0,-111.66,55.83000000000024,15.40908,37176.5781
2025-10-17 04:50:00,138.0,discharge,0.0,-0.0,55.83000000000024,0.0,37176.5781
2025-10-17 04:55:00,138.0,discharge,0.0,-55.83,2.4158453015843406e-13,7.70454,37176.5781
2025-10-17 05:00:00,105.0,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 05:05:00,105.0,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 05:10:00,65.96,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 05:15:00,70.77,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 05:20:00,68.67,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 05:25:00,77.22,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 05:30:00,78.07,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 05:35:00,70.04,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 05:40:00,87.61,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 05:45:00,76.26,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 05:50:00,81.59,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 05:55:00,79.27,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 06:00:00,76.2,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 06:05:00,75.14,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 06:10:00,69.53,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 06:15:00,79.95,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 06:20:00,77.4,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 06:25:00,88.67,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 06:30:00,98.0,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 06:35:00,79.2,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 06:40:00,73.5,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 06:45:00,128.39,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 06:50:00,138.0,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 06:55:00,90.44,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 07:00:00,138.0,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 07:05:00,73.35,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 07:10:00,65.73,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 07:15:00,72.97,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 07:20:00,98.0,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 07:25:00,66.34,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 07:30:00,0.0,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 07:35:00,40.18,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 07:40:00,35.63,discharge,0.0,-0.0,2.4158453015843406e-13,0.0,37176.5781
2025-10-17 07:45:00,-6.69,discharge,0.0,-0.0,2.4158453015843406e-13,-0.0,37176.5781
2025-10-17 07:50:00,-3.94,discharge,0.0,-0.0,2.4158453015843406e-13,-0.0,37176.5781
2025-10-17 07:55:00,-6.58,discharge,0.0,-0.0,2.4158453015843406e-13,-0.0,37176.5781
2025-10-17 23:00:00,124.26,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-17 23:05:00,106.14,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-17 23:10:00,138.04,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-17 23:15:00,99.49,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-17 23:20:00,120.82,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-17 23:25:00,118.73,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-17 23:30:00,100.44,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-17 23:35:00,125.66,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-17 23:40:00,126.86,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-17 23:45:00,125.04,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-17 23:50:00,95.82,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-17 23:55:00,125.34,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-18 00:00:00,108.01,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-18 00:05:00,125.29,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-18 00:10:00,124.01,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-18 00:15:00,110.12,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-18 00:20:00,131.15,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-18 00:25:00,112.34,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-18 00:30:00,113.13,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-18 00:35:00,120.09,charge,0.0,0.0,0.0,-0.0,4010.1380000000004
2025-10-18 00:40:00,89.54,charge,0.0,55.83,55.83,-4.9990182,4010.1380000000004
2025-10-18 00:45:00,89.25,charge,0.0,55.83,111.66,-4.982827499999999,4010.1380000000004
2025-10-18 00:50:00,92.61,charge,0.0,32.51,144.17,-3.0107511,4010.1380000000004
2025-10-18 00:55:00,90.44,charge,0.0,55.83,200.0,-5.0492652,4010.1380000000004
2025-10-18 01:00:00,88.17,discharge,0.0,-0.0,200.0,0.0,4010.1380000000004
2025-10-18 01:05:00,110.26,discharge,0.0,-200.0,0.0,22.052,4010.1380000000004
2025-10-18 01:10:00,88.98,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 01:15:00,88.1,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 01:20:00,88.1,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 01:25:00,88.51,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 01:30:00,89.01,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 01:35:00,85.25,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 01:40:00,89.31,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 01:45:00,73.73,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 01:50:00,83.42,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 01:55:00,71.57,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 02:00:00,80.38,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 02:05:00,73.37,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 02:10:00,86.15,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 02:15:00,71.53,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 02:20:00,71.53,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 02:25:00,71.49,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 02:30:00,73.69,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 02:35:00,85.41,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 02:40:00,89.4,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 02:45:00,86.82,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 02:50:00,84.84,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 02:55:00,90.44,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 03:00:00,84.53,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 03:05:00,90.44,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 03:10:00,88.18,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 03:15:00,89.15,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 03:20:00,90.1,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 03:25:00,86.31,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 03:30:00,84.14,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 03:35:00,89.81,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 03:40:00,89.21,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 03:45:00,88.67,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 03:50:00,90.05,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 03:55:00,89.3,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 04:00:00,90.01,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 04:05:00,88.02,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 04:10:00,88.33,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 04:15:00,88.41,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 04:20:00,89.09,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 04:25:00,89.09,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 04:30:00,89.91,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 04:35:00,89.22,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 04:40:00,90.44,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 04:45:00,78.96,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 04:50:00,88.2,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 04:55:00,86.38,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 05:00:00,84.75,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 05:05:00,85.65,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 05:10:00,90.86,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 05:15:00,84.37,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 05:20:00,86.96,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 05:25:00,83.41,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 05:30:00,86.57,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 05:35:00,83.21,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 05:40:00,79.36,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 05:45:00,83.64,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 05:50:00,80.59,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 05:55:00,76.02,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 06:00:00,83.32,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 06:05:00,80.57,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 06:10:00,68.1,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 06:15:00,66.31,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 06:20:00,65.65,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 06:25:00,70.16,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 06:30:00,64.42,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 06:35:00,52.17,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 06:40:00,39.48,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 06:45:00,35.65,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 06:50:00,63.98,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 06:55:00,8.45,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 07:00:00,8.65,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 07:05:00,21.54,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 07:10:00,0.95,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 07:15:00,1.12,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 07:20:00,-3.47,discharge,0.0,-0.0,0.0,-0.0,4010.1380000000004
2025-10-18 07:25:00,0.01,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 07:30:00,-11.11,discharge,0.0,-0.0,0.0,-0.0,4010.1380000000004
2025-10-18 07:35:00,31.31,discharge,0.0,-0.0,0.0,0.0,4010.1380000000004
2025-10-18 07:40:00,-11.86,discharge,0.0,-0.0,0.0,-0.0,4010.1380000000004
2025-10-18 07:45:00,-11.11,discharge,0.0,-0.0,0.0,-0.0,4010.1380000000004
2025-10-18 07:50:00,-20.0,discharge,0.0,-0.0,0.0,-0.0,4010.1380000000004
2025-10-18 07:55:00,-14.0,discharge,0.0,-0.0,0.0,-0.0,4010.1380000000004
2025-10-18 23:00:00,-10.0,charge,0.0,0.0,0.0,0.0,2229.7075000000004
2025-10-18 23:05:00,-11.0,charge,0.0,50.89,50.89,0.55979,2229.7075000000004
2025-10-18 23:10:00,-11.0,charge,0.0,55.83,106.72,0.61413,2229.7075000000004
2025-10-18 23:15:00,-11.0,charge,0.0,55.83,162.55,0.61413,2229.7075000000004
2025-10-18 23:20:00,-11.0,charge,0.0,0.0,162.55,0.0,2229.7075000000004
2025-10-18 23:25:00,-11.0,charge,0.0,55.83,218.38,0.61413,2229.7075000000004
2025-10-18 23:30:00,-11.0,charge,0.0,55.83,274.21,0.61413,2229.7075000000004
2025-10-18 23:35:00,-10.0,charge,0.0,0.0,274.21,0.0,2229.7075000000004
2025-10-18 23:40:00,-10.0,charge,0.0,0.0,274.21,0.0,2229.7075000000004
2025-10-18 23:45:00,-10.0,charge,0.0,0.0,274.21,0.0,2229.7075000000004
2025-10-18 23:50:00,-11.66,charge,0.0,55.83,330.03999999999996,0.6509778,2229.7075000000004
2025-10-18 23:55:00,-11.66,charge,0.0,55.83,385.86999999999995,0.6509778,2229.7075000000004
2025-10-19 00:00:00,-11.66,charge,0.0,55.83,441.69999999999993,0.6509778,2229.7075000000004
2025-10-19 00:05:00,-11.79,charge,0.0,55.83,497.5299999999999,0.6582357,2229.7075000000004
2025-10-19 00:10:00,-11.8,charge,0.0,55.83,553.3599999999999,0.658794,2229.7075000000004
2025-10-19 00:15:00,-19.98,charge,0.0,55.83,609.1899999999999,1.1154834,2229.7075000000004
2025-10-19 00:20:00,-20.0,charge,0.0,55.83,665.02,1.1165999999999998,2229.7075000000004
2025-10-19 00:25:00,-11.86,charge,0.0,55.83,720.85,0.6621438,2229.7075000000004
2025-10-19 00:30:00,-11.86,charge,0.0,55.83,776.6800000000001,0.6621438,2229.7075000000004
2025-10-19 00:35:00,-10.0,charge,0.0,0.0,776.6800000000001,0.0,2229.7075000000004
2025-10-19 00:40:00,-11.0,charge,0.0,55.83,832.5100000000001,0.61413,2229.7075000000004
2025-10-19 00:45:00,-11.66,charge,0.0,55.83,888.3400000000001,0.6509778,2229.7075000000004
