时间,电价(RRP),阶段,z值,电量(kWh),累计电量(kWh),成本/收益,周期总收益
2025-10-06 06:10:00,33.84,discharge,0.0,-0.0,1339.9199999999998,0.0,91078.19390000001
2025-10-06 06:15:00,25.37,discharge,0.0,-0.0,1339.9199999999998,0.0,91078.19390000001
2025-10-06 06:20:00,19.61,discharge,0.0,-0.0,1339.9199999999998,0.0,91078.19390000001
2025-10-06 06:25:00,39.11,discharge,0.0,-0.0,1339.9199999999998,0.0,91078.19390000001
2025-10-06 06:30:00,18.2,discharge,0.0,-0.0,1339.9199999999998,0.0,91078.19390000001
2025-10-06 06:35:00,35.88,discharge,0.0,-0.0,1339.9199999999998,0.0,91078.19390000001
2025-10-06 06:40:00,42.29,discharge,0.0,-0.0,1339.9199999999998,0.0,91078.19390000001
2025-10-06 06:45:00,28.45,discharge,0.0,-0.0,1339.9199999999998,0.0,91078.19390000001
2025-10-06 06:50:00,19.55,discharge,0.0,-0.0,1339.9199999999998,0.0,91078.19390000001
2025-10-06 06:55:00,18.2,discharge,0.0,-0.0,1339.9199999999998,0.0,91078.19390000001
2025-10-06 07:00:00,56.84,discharge,0.0,-139.92,1199.9999999999998,7.953052799999999,91078.19390000001
2025-10-06 07:05:00,51.1,discharge,0.0,-0.0,1199.9999999999998,0.0,91078.19390000001
2025-10-06 07:10:00,37.16,discharge,0.0,-0.0,1199.9999999999998,0.0,91078.19390000001
2025-10-06 07:15:00,40.66,discharge,0.0,-0.0,1199.9999999999998,0.0,91078.19390000001
2025-10-06 07:20:00,40.66,discharge,0.0,-0.0,1199.9999999999998,0.0,91078.19390000001
2025-10-06 07:25:00,59.23,discharge,0.0,-200.0,999.9999999999998,11.846,91078.19390000001
2025-10-06 07:30:00,36.75,discharge,0.0,-0.0,999.9999999999998,0.0,91078.19390000001
2025-10-06 07:35:00,57.94,discharge,0.0,-200.0,799.9999999999998,11.588,91078.19390000001
2025-10-06 07:40:00,59.55,discharge,0.0,-200.0,599.9999999999998,11.91,91078.19390000001
2025-10-06 07:45:00,76.49,discharge,0.0,-200.0,399.9999999999998,15.297999999999998,91078.19390000001
2025-10-06 07:50:00,59.55,discharge,0.0,-200.0,199.99999999999977,11.91,91078.19390000001
2025-10-06 07:55:00,59.55,discharge,0.0,-200.0,0.0,11.91,91078.19390000001
2025-10-06 23:00:00,160.23,charge,0.0,55.83,55.83,-8.945640899999999,134790.19189999998
2025-10-06 23:05:00,132.95,charge,0.0,55.83,111.66,-7.422598499999999,134790.19189999998
2025-10-06 23:10:00,138.0,charge,0.0,55.83,167.49,-7.70454,134790.19189999998
2025-10-06 23:15:00,162.32,charge,0.0,55.83,223.32,-9.0623256,134790.19189999998
2025-10-06 23:20:00,124.0,charge,0.0,55.83,279.15,-6.92292,134790.19189999998
2025-10-06 23:25:00,169.0,charge,0.0,55.83,334.97999999999996,-9.435270000000001,134790.19189999998
2025-10-06 23:30:00,138.0,charge,0.0,55.83,390.80999999999995,-7.70454,134790.19189999998
2025-10-06 23:35:00,133.63,charge,0.0,55.83,446.63999999999993,-7.4605629,134790.19189999998
2025-10-06 23:40:00,138.0,charge,0.0,55.83,502.4699999999999,-7.70454,134790.19189999998
2025-10-06 23:45:00,169.89,charge,0.0,55.83,558.3,-9.4849587,134790.19189999998
2025-10-06 23:50:00,166.72,charge,0.0,55.83,614.13,-9.307977600000001,134790.19189999998
2025-10-06 23:55:00,168.39,charge,0.0,55.83,669.96,-9.401213699999998,134790.19189999998
2025-10-07 00:00:00,167.64,charge,0.0,55.83,725.7900000000001,-9.3593412,134790.19189999998
2025-10-07 00:05:00,169.0,charge,0.0,55.83,781.6200000000001,-9.435270000000001,134790.19189999998
2025-10-07 00:10:00,169.0,charge,0.0,55.83,837.4500000000002,-9.435270000000001,134790.19189999998
2025-10-07 00:15:00,170.44,charge,0.0,55.83,893.2800000000002,-9.515665199999999,134790.19189999998
2025-10-07 00:20:00,170.44,charge,0.0,55.83,949.1100000000002,-9.515665199999999,134790.19189999998
2025-10-07 00:25:00,170.44,charge,0.0,55.83,1004.9400000000003,-9.515665199999999,134790.19189999998
2025-10-07 00:30:00,138.0,charge,0.0,55.83,1060.7700000000002,-7.70454,134790.19189999998
2025-10-07 00:35:00,171.4,charge,0.0,55.83,1116.6000000000001,-9.569262,134790.19189999998
2025-10-07 00:40:00,171.5,charge,0.0,55.83,1172.43,-9.574845,134790.19189999998
2025-10-07 00:45:00,138.0,charge,0.0,55.83,1228.26,-7.70454,134790.19189999998
2025-10-07 00:50:00,134.52,charge,0.0,55.83,1284.09,-7.5102516,134790.19189999998
2025-10-07 00:55:00,149.76,charge,0.0,55.83,1339.9199999999998,-8.361100799999999,134790.19189999998
2025-10-07 01:00:00,170.44,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 01:05:00,171.65,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 01:10:00,146.48,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 01:15:00,174.53,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 01:20:00,175.43,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 01:25:00,158.66,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 01:30:00,170.44,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 01:35:00,139.47,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 01:40:00,140.3,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 01:45:00,138.96,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 01:50:00,138.0,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 01:55:00,138.0,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 02:00:00,170.44,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 02:05:00,170.44,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 02:10:00,170.44,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 02:15:00,140.06,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 02:20:00,138.0,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 02:25:00,125.52,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 02:30:00,192.6,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 02:35:00,170.44,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 02:40:00,117.09,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 02:45:00,142.57,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 02:50:00,179.13,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 02:55:00,114.29,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 03:00:00,138.84,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 03:05:00,123.04,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 03:10:00,138.0,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 03:15:00,154.7,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 03:20:00,137.44,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 03:25:00,154.51,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 03:30:00,138.0,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 03:35:00,138.1,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 03:40:00,138.0,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 03:45:00,154.0,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 03:50:00,138.0,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 03:55:00,134.41,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 04:00:00,145.68,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 04:05:00,136.84,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 04:10:00,135.02,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 04:15:00,178.58,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 04:20:00,177.79,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 04:25:00,175.38,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 04:30:00,170.44,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 04:35:00,170.44,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 04:40:00,170.44,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 04:45:00,156.46,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 04:50:00,171.94,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 04:55:00,173.5,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 05:00:00,171.38,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 05:05:00,170.44,discharge,0.0,-0.0,1339.9199999999998,0.0,134790.19189999998
2025-10-07 05:10:00,241.3,discharge,0.0,-139.92000000000002,1199.9999999999998,33.762696000000005,134790.19189999998
2025-10-07 05:15:00,167.43,discharge,0.0,-0.0,1199.9999999999998,0.0,134790.19189999998
2025-10-07 05:20:00,170.44,discharge,0.0,-0.0,1199.9999999999998,0.0,134790.19189999998
2025-10-07 05:25:00,169.75,discharge,0.0,-0.0,1199.9999999999998,0.0,134790.19189999998
2025-10-07 05:30:00,210.0,discharge,0.0,-0.0,1199.9999999999998,0.0,134790.19189999998
2025-10-07 05:35:00,183.69,discharge,0.0,-0.0,1199.9999999999998,0.0,134790.19189999998
2025-10-07 05:40:00,166.05,discharge,0.0,-0.0,1199.9999999999998,0.0,134790.19189999998
2025-10-07 05:45:00,210.0,discharge,0.0,-0.0,1199.9999999999998,0.0,134790.19189999998
2025-10-07 05:50:00,244.79,discharge,0.0,-200.0,999.9999999999998,48.958,134790.19189999998
2025-10-07 05:55:00,222.08,discharge,0.0,-0.0,999.9999999999998,0.0,134790.19189999998
2025-10-07 06:00:00,287.76,discharge,0.0,-200.0,799.9999999999998,57.552,134790.19189999998
2025-10-07 06:05:00,258.72,discharge,0.0,-200.0,599.9999999999998,51.74400000000001,134790.19189999998
2025-10-07 06:10:00,250.6,discharge,0.0,-200.0,399.9999999999998,50.12,134790.19189999998
2025-10-07 06:15:00,250.51,discharge,0.0,-200.0,199.99999999999977,50.102,134790.19189999998
2025-10-07 06:20:00,251.55,discharge,0.0,-200.0,0.0,50.31,134790.19189999998
2025-10-07 06:25:00,239.97,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 06:30:00,222.68,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 06:35:00,204.38,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 06:40:00,166.03,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 06:45:00,138.0,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 06:50:00,124.0,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 06:55:00,125.0,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 07:00:00,138.0,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 07:05:00,138.04,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 07:10:00,134.8,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 07:15:00,138.04,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 07:20:00,130.58,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 07:25:00,136.98,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 07:30:00,109.79,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 07:35:00,120.29,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 07:40:00,106.19,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 07:45:00,90.08,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 07:50:00,95.12,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 07:55:00,90.44,discharge,0.0,-0.0,0.0,0.0,134790.19189999998
2025-10-07 23:00:00,169.0,charge,0.0,55.83,55.83,-9.435270000000001,156037.3957
2025-10-07 23:05:00,170.44,charge,0.0,55.83,111.66,-9.515665199999999,156037.3957
2025-10-07 23:10:00,210.0,charge,0.0,55.83,167.49,-11.7243,156037.3957
2025-10-07 23:15:00,170.44,charge,0.0,55.83,223.32,-9.515665199999999,156037.3957
2025-10-07 23:20:00,152.98,charge,0.0,55.83,279.15,-8.540873399999999,156037.3957
2025-10-07 23:25:00,137.23,charge,0.0,55.83,334.97999999999996,-7.661550899999999,156037.3957
2025-10-07 23:30:00,221.57,charge,0.0,55.83,390.80999999999995,-12.3702531,156037.3957
2025-10-07 23:35:00,169.0,charge,0.0,55.83,446.63999999999993,-9.435270000000001,156037.3957
2025-10-07 23:40:00,169.0,charge,0.0,55.83,502.4699999999999,-9.435270000000001,156037.3957
2025-10-07 23:45:00,170.44,charge,0.0,55.83,558.3,-9.515665199999999,156037.3957
2025-10-07 23:50:00,360.55,charge,0.0,0.0,558.3,-0.0,156037.3957
2025-10-07 23:55:00,220.66,charge,0.0,55.83,614.13,-12.3194478,156037.3957
2025-10-08 00:00:00,360.55,charge,0.0,0.0,614.13,-0.0,156037.3957
2025-10-08 00:05:00,170.44,charge,0.0,55.83,669.96,-9.515665199999999,156037.3957
2025-10-08 00:10:00,210.0,charge,0.0,55.83,725.7900000000001,-11.7243,156037.3957
2025-10-08 00:15:00,230.0,charge,0.0,55.83,781.6200000000001,-12.8409,156037.3957
2025-10-08 00:20:00,240.01,charge,0.0,55.83,837.4500000000002,-13.3997583,156037.3957
2025-10-08 00:25:00,230.0,charge,0.0,55.83,893.2800000000002,-12.8409,156037.3957
2025-10-08 00:30:00,360.55,charge,0.0,0.0,893.2800000000002,-0.0,156037.3957
2025-10-08 00:35:00,360.55,charge,0.0,0.0,893.2800000000002,-0.0,156037.3957
2025-10-08 00:40:00,230.0,charge,0.0,55.83,949.1100000000002,-12.8409,156037.3957
2025-10-08 00:45:00,230.0,charge,0.0,55.83,1004.9400000000003,-12.8409,156037.3957
2025-10-08 00:50:00,379.98,charge,0.0,0.0,1004.9400000000003,-0.0,156037.3957
2025-10-08 00:55:00,230.0,charge,0.0,55.83,1060.7700000000002,-12.8409,156037.3957
2025-10-08 01:00:00,370.0,discharge,0.0,-200.0,860.7700000000002,74.0,156037.3957
2025-10-08 01:05:00,230.0,discharge,0.0,-0.0,860.7700000000002,0.0,156037.3957
2025-10-08 01:10:00,230.0,discharge,0.0,-0.0,860.7700000000002,0.0,156037.3957
2025-10-08 01:15:00,403.23,discharge,0.0,-200.0,660.7700000000002,80.646,156037.3957
2025-10-08 01:20:00,230.0,discharge,0.0,-0.0,660.7700000000002,0.0,156037.3957
2025-10-08 01:25:00,306.23,discharge,0.0,-200.0,460.7700000000002,61.246,156037.3957
2025-10-08 01:30:00,305.0,discharge,0.0,-69.96000000000001,390.8100000000002,21.3378,156037.3957
2025-10-08 01:35:00,170.44,discharge,0.0,-0.0,390.8100000000002,0.0,156037.3957
2025-10-08 01:40:00,270.0,discharge,0.0,-0.0,390.8100000000002,0.0,156037.3957
2025-10-08 01:45:00,138.0,discharge,0.0,-0.0,390.8100000000002,0.0,156037.3957
2025-10-08 01:50:00,138.0,discharge,0.0,-0.0,390.8100000000002,0.0,156037.3957
2025-10-08 01:55:00,170.44,discharge,0.0,-0.0,390.8100000000002,0.0,156037.3957
2025-10-08 02:00:00,138.0,discharge,0.0,-0.0,390.8100000000002,0.0,156037.3957
2025-10-08 02:05:00,170.44,discharge,0.0,-0.0,390.8100000000002,0.0,156037.3957
2025-10-08 02:10:00,170.44,discharge,0.0,-0.0,390.8100000000002,0.0,156037.3957
2025-10-08 02:15:00,138.0,discharge,0.0,-0.0,390.8100000000002,0.0,156037.3957
2025-10-08 02:20:00,138.0,discharge,0.0,-0.0,390.8100000000002,0.0,156037.3957
2025-10-08 02:25:00,170.44,discharge,0.0,-0.0,390.8100000000002,0.0,156037.3957
2025-10-08 02:30:00,138.0,discharge,0.0,-0.0,390.8100000000002,0.0,156037.3957
2025-10-08 02:35:00,179.0,discharge,0.0,-0.0,390.8100000000002,0.0,156037.3957
2025-10-08 02:40:00,344.62,discharge,0.0,-200.0,190.81000000000017,68.924,156037.3957
2025-10-08 02:45:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 02:50:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 02:55:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 03:00:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 03:05:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 03:10:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 03:15:00,305.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 03:20:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 03:25:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 03:30:00,117.31,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 03:35:00,100.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 03:40:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 03:45:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 03:50:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 03:55:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 04:00:00,118.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 04:05:00,100.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 04:10:00,118.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 04:15:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 04:20:00,117.31,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 04:25:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 04:30:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 04:35:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 04:40:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 04:45:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 04:50:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 04:55:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 05:00:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 05:05:00,138.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 05:10:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 05:15:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 05:20:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 05:25:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 05:30:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 05:35:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 05:40:00,239.05,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 05:45:00,305.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 05:50:00,305.0,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 05:55:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 06:00:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 06:05:00,170.44,discharge,0.0,-0.0,190.81000000000017,0.0,156037.3957
2025-10-08 06:10:00,305.0,discharge,0.0,-111.66,79.15000000000018,34.05629999999999,156037.3957
2025-10-08 06:15:00,305.0,discharge,0.0,-0.0,79.15000000000018,0.0,156037.3957
2025-10-08 06:20:00,305.0,discharge,0.0,-23.32,55.830000000000176,7.1126000000000005,156037.3957
2025-10-08 06:25:00,170.44,discharge,0.0,-0.0,55.830000000000176,0.0,156037.3957
2025-10-08 06:30:00,305.0,discharge,0.0,-55.83,1.7763568394002505e-13,17.028149999999997,156037.3957
2025-10-08 06:35:00,170.44,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 06:40:00,170.44,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 06:45:00,170.44,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 06:50:00,230.0,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 06:55:00,138.0,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 07:00:00,170.44,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 07:05:00,170.44,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 07:10:00,138.0,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 07:15:00,6.47,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 07:20:00,7.15,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 07:25:00,100.44,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 07:30:00,90.44,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 07:35:00,0.0,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 07:40:00,90.44,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 07:45:00,90.44,discharge,0.0,-0.0,1.7763568394002505e-13,0.0,156037.3957
2025-10-08 07:50:00,-1.47,discharge,0.0,-0.0,1.7763568394002505e-13,-0.0,156037.3957
2025-10-08 07:55:00,-10.92,discharge,0.0,-0.0,1.7763568394002505e-13,-0.0,156037.3957
2025-10-08 23:00:00,19.79,charge,0.0,55.83,55.83,-1.1048756999999998,328.4928999999999
2025-10-08 23:05:00,37.83,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-08 23:10:00,39.27,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-08 23:15:00,31.03,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-08 23:20:00,56.91,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-08 23:25:00,48.46,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-08 23:30:00,54.45,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-08 23:35:00,49.64,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-08 23:40:00,27.57,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-08 23:45:00,40.26,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-08 23:50:00,33.16,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-08 23:55:00,30.0,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-09 00:00:00,30.46,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-09 00:05:00,40.64,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-09 00:10:00,39.15,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-09 00:15:00,40.84,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-09 00:20:00,29.83,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-09 00:25:00,38.49,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-09 00:30:00,23.88,charge,0.0,0.0,55.83,-0.0,328.4928999999999
2025-10-09 00:35:00,23.26,charge,0.0,32.51,88.34,-0.7561825999999999,328.4928999999999
2025-10-09 00:40:00,23.87,charge,0.0,0.0,88.34,-0.0,328.4928999999999
2025-10-09 00:45:00,22.11,charge,0.0,55.83,144.17000000000002,-1.2344013,328.4928999999999
2025-10-09 00:50:00,23.29,charge,0.0,0.0,144.17000000000002,-0.0,328.4928999999999
2025-10-09 00:55:00,23.25,charge,0.0,55.83,200.0,-1.2980474999999998,328.4928999999999
2025-10-09 01:00:00,15.22,discharge,0.0,-0.0,200.0,0.0,328.4928999999999
2025-10-09 01:05:00,23.61,discharge,0.0,-200.0,0.0,4.722,328.4928999999999
2025-10-09 01:10:00,22.99,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 01:15:00,20.2,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 01:20:00,18.59,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 01:25:00,0.01,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 01:30:00,0.01,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 01:35:00,8.58,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 01:40:00,11.87,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 01:45:00,8.5,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 01:50:00,0.0,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 01:55:00,4.0,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 02:00:00,8.66,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 02:05:00,8.66,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 02:10:00,8.66,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 02:15:00,0.0,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 02:20:00,0.0,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 02:25:00,-0.41,discharge,0.0,-0.0,0.0,-0.0,328.4928999999999
2025-10-09 02:30:00,-0.4,discharge,0.0,-0.0,0.0,-0.0,328.4928999999999
2025-10-09 02:35:00,17.6,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 02:40:00,17.35,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 02:45:00,17.33,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
2025-10-09 02:50:00,11.97,discharge,0.0,-0.0,0.0,0.0,328.4928999999999
